Country Name	Series Name	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015
Iran Islamic Rep.	Time required to start a business (days)	30	30	30	30	11	13	13	18	18	15	15
Iran Islamic Rep.	Time to prepare and pay taxes (hours)	344	344	344	344	344	344	344	344	344	344	344
Iran Islamic Rep.	Time to resolve insolvency (years)	..	..	..	..	..	..	..	..	..	4.5	4.5
Iran Islamic Rep.	Total tax rate (% of profit)	..	..	..	..	..	..	..	..	..	..	..
Iran Islamic Rep.	Trade: Cost to export (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Iran Islamic Rep.	Trade: Cost to import (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Iran Islamic Rep.	Trade: Documents to export (number)	..	..	..	..	..	..	..	..	..	..	..
Iran Islamic Rep.	Trade: Documents to import (number)	..	..	..	..	..	..	..	..	..	..	..
Iran Islamic Rep.	Trade: Time to export (day)	..	..	..	..	..	..	..	..	..	..	..
Iran Islamic Rep.	Trade: Time to import (days)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Commencement of proceedings index (0-3)	..	..	..	..	..	..	..	..	2	2	2
Iraq	Cost to build a warehouse (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Cost to enforce a contract (% of claim)	32.5	32.5	32.5	32.5	27.3	28.1	28.1	28.1	28.1	28.1	28.1
Iraq	Cost to export (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Cost to get electricity (% of income per capita)	..	..	..	..	502.6	660.6	609.9	516.7	238.1	228.9	239.6
Iraq	Cost to import (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Cost to register property (% of property value)	7.7	6.6	6.3	6.5	7.7	6.4	6.9	7.5	8.2	8.2	8.2
Iraq	Cost to start a business (% of income per capita)	37.2	54.8	80.7	139.2	70	99.3	108.8	76.2	39.3	38.2	39.8
Iraq	Credit: Strength of legal rights index (0=weak to 10=strong)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Creditor participation index (0-4)	..	..	..	..	..	..	..	..	1	1	1
Iraq	Depth of credit information index (0=low to 6=high)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Ease of doing business index (1=easiest to 185=most difficult)	..	..	..	..	..	..	..	..	..	160	161
Iraq	Ease of shareholder suits index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Extent of conflict of interest regulation index (0-10)	..	..	..	..	..	..	..	..	4.7	4.7	4.7
Iraq	Extent of corporate transparency index (0-9)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Extent of director liability index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Extent of disclosure index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Extent of shareholder governance index (0-10)	..	..	..	..	..	..	..	..	4.7	4.7	4.7
Iraq	Extent of shareholder rights index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Labor tax and contributions (%)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Management of debtor's assets index (0-6)	..	..	..	..	..	..	..	..	2	2	2
Iraq	Minimum paid-in capital required to start a business (% of income per capita)	31.6	57.1	65.4	59.1	30.3	43.6	35.5	25.2	13.1	12.8	13.4
Iraq	Other taxes (%)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Outcome (0 as piecemeal sale and 1 as going concern)	..	..	..	..	..	..	0	0	..	..	..
Iraq	Private credit bureau coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Procedures required to build a warehouse (number)	12	12	12	12	12	12	12	12	12	12	12
Iraq	Procedures required to connect to electricity (number)	..	..	..	..	4	4	4	4	4	4	4
Iraq	Procedures required to enforce a contract (number)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Procedures required to register property (number)	5	5	5	5	5	5	5	5	5	5	5
Iraq	Procedures required to start a business (number)	11	11	11	11	11	11	11	10	10	10	10
Iraq	Profit tax (%)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Public credit registry coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Reorganization proceedings index (0-3)	..	..	..	..	..	..	..	..	0	0	0
Iraq	Resolving Insolvency: cost (% of estate)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Resolving Insolvency: recovery rate (cents on the dollar)	0	0	0	0	0	0	0	0	0	0	0
Iraq	Strength of governance structure index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Strength of insolvency framework index (0-16)	..	..	..	..	..	..	..	..	0	0	0
Iraq	Strength of investor protection index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Tax payments (number)	14	14	14	14	14	14	14	14	14	14	14
Iraq	Time required to build a warehouse (days)	249	249	249	249	249	249	249	249	249	249	249
Iraq	Time required to connect to electricity (days)	..	..	..	..	47	47	47	47	47	77	77
Iraq	Time required to enforce a contract (days)	520	520	520	520	520	520	520	520	520	520	520
Iraq	Time required to register property (days)	51	51	51	51	51	51	51	51	51	51	51
Iraq	Time required to start a business (days)	32	31	32	32	32	32	32	29	29	29	29
Iraq	Time to prepare and pay taxes (hours)	312	312	312	312	312	312	312	312	312	312	312
Iraq	Time to resolve insolvency (years)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Total tax rate (% of profit)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Trade: Cost to export (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Trade: Cost to import (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Trade: Documents to export (number)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Trade: Documents to import (number)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Trade: Time to export (day)	..	..	..	..	..	..	..	..	..	..	..
Iraq	Trade: Time to import (days)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Commencement of proceedings index (0-3)	..	..	..	..	..	..	..	..	3	3	3
Ireland	Cost to build a warehouse (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Cost to enforce a contract (% of claim)	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9
Ireland	Cost to export (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Cost to get electricity (% of income per capita)	..	..	..	..	72.9	86.6	91.1	94.2	89.4	83.3	70.8
Ireland	Cost to import (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Cost to register property (% of property value)	10.3	10.3	10.2	9.6	6.5	6.5	6.5	2.5	2.6	2.6	2.5
Ireland	Cost to start a business (% of income per capita)	5.3	0.3	0.3	0.3	0.3	0.4	0.4	0.3	0.3	0.3	0.2
Ireland	Credit: Strength of legal rights index (0=weak to 10=strong)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Creditor participation index (0-4)	..	..	..	..	..	..	..	..	1	1	1
Ireland	Depth of credit information index (0=low to 6=high)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Ease of doing business index (1=easiest to 185=most difficult)	..	..	..	..	..	..	..	..	..	19	17
Ireland	Ease of shareholder suits index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Extent of conflict of interest regulation index (0-10)	..	..	..	..	..	..	..	..	8.7	8.3	8.7
Ireland	Extent of corporate transparency index (0-9)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Extent of director liability index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Extent of disclosure index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Extent of shareholder governance index (0-10)	..	..	..	..	..	..	..	..	6	6	6
Ireland	Extent of shareholder rights index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Labor tax and contributions (%)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Management of debtor's assets index (0-6)	..	..	..	..	..	..	..	..	4.5	4.5	4.5
Ireland	Minimum paid-in capital required to start a business (% of income per capita)	0	0	0	0	0	0	0	0	0	0	0
Ireland	Other taxes (%)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Outcome (0 as piecemeal sale and 1 as going concern)	..	..	..	..	..	..	1	1	1	1	1
Ireland	Private credit bureau coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Procedures required to build a warehouse (number)	10	10	10	10	10	11	11	11	11	10	10
Ireland	Procedures required to connect to electricity (number)	..	..	..	..	5	5	5	5	5	5	5
Ireland	Procedures required to enforce a contract (number)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Procedures required to register property (number)	5	5	5	5	5	5	5	5	5	5	5
Ireland	Procedures required to start a business (number)	4	4	4	4	4	4	4	4	4	4	4
Ireland	Profit tax (%)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Public credit registry coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Reorganization proceedings index (0-3)	..	..	..	..	..	..	..	..	1.5	1.5	1.5
Ireland	Resolving Insolvency: cost (% of estate)	9	9	9	9	9	9	9	9	9	9	9
Ireland	Resolving Insolvency: recovery rate (cents on the dollar)	88	87.9	87.1	86.6	86.6	87.4	86.9	87.5	87.6	87.7	87.7
Ireland	Strength of governance structure index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Strength of insolvency framework index (0-16)	..	..	..	..	..	..	..	..	10	10	10
Ireland	Strength of investor protection index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Tax payments (number)	9	9	9	9	9	9	9	9	9	9	9
Ireland	Time required to build a warehouse (days)	119	119	119	119	119	132	132	132	132	149.5	149.5
Ireland	Time required to connect to electricity (days)	..	..	..	..	205	205	205	205	205	85	85
Ireland	Time required to enforce a contract (days)	515	515	515	515	515	515	650	650	650	650	650
Ireland	Time required to register property (days)	36.5	36.5	36.5	36.5	36.5	36.5	37	36.5	36.5	31.5	31.5
Ireland	Time required to start a business (days)	18	13	13	13	13	13	13	10	10	6	6
Ireland	Time to prepare and pay taxes (hours)	76	76	76	76	76	76	76	80	80	80	82
Ireland	Time to resolve insolvency (years)	..	..	..	..	..	..	..	..	..	0.4	0.4
Ireland	Total tax rate (% of profit)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Trade: Cost to export (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Trade: Cost to import (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Trade: Documents to export (number)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Trade: Documents to import (number)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Trade: Time to export (day)	..	..	..	..	..	..	..	..	..	..	..
Ireland	Trade: Time to import (days)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Commencement of proceedings index (0-3)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Cost to build a warehouse (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Cost to enforce a contract (% of claim)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Cost to export (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Cost to get electricity (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Cost to import (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Cost to register property (% of property value)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Cost to start a business (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Credit: Strength of legal rights index (0=weak to 10=strong)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Creditor participation index (0-4)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Depth of credit information index (0=low to 6=high)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Ease of doing business index (1=easiest to 185=most difficult)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Ease of shareholder suits index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Extent of conflict of interest regulation index (0-10)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Extent of corporate transparency index (0-9)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Extent of director liability index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Extent of disclosure index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Extent of shareholder governance index (0-10)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Extent of shareholder rights index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Labor tax and contributions (%)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Management of debtor's assets index (0-6)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Minimum paid-in capital required to start a business (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Other taxes (%)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Outcome (0 as piecemeal sale and 1 as going concern)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Private credit bureau coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Procedures required to build a warehouse (number)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Procedures required to connect to electricity (number)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Procedures required to enforce a contract (number)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Procedures required to register property (number)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Procedures required to start a business (number)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Profit tax (%)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Public credit registry coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Reorganization proceedings index (0-3)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Resolving Insolvency: cost (% of estate)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Resolving Insolvency: recovery rate (cents on the dollar)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Strength of governance structure index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Strength of insolvency framework index (0-16)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Strength of investor protection index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Tax payments (number)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Time required to build a warehouse (days)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Time required to connect to electricity (days)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Time required to enforce a contract (days)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Time required to register property (days)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Time required to start a business (days)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Time to prepare and pay taxes (hours)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Time to resolve insolvency (years)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Total tax rate (% of profit)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Trade: Cost to export (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Trade: Cost to import (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Trade: Documents to export (number)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Trade: Documents to import (number)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Trade: Time to export (day)	..	..	..	..	..	..	..	..	..	..	..
Isle of Man	Trade: Time to import (days)	..	..	..	..	..	..	..	..	..	..	..
Israel	Commencement of proceedings index (0-3)	..	..	..	..	..	..	..	..	3	3	3
Israel	Cost to build a warehouse (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Israel	Cost to enforce a contract (% of claim)	25.3	25.3	25.3	25.3	25.3	25.3	25.3	25.3	25.3	25.3	25.3
Israel	Cost to export (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Israel	Cost to get electricity (% of income per capita)	..	..	..	..	12.7	12.6	12.2	13.8	13.8	11.8	11.6
Israel	Cost to import (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Israel	Cost to register property (% of property value)	9.8	9.8	9.8	7.3	7.3	7.3	7.3	7.3	7.3	8.3	8.3
Israel	Cost to start a business (% of income per capita)	5.3	5.1	4.4	4.4	4.2	4.3	4.4	4	4.1	3.5	3.4
Israel	Credit: Strength of legal rights index (0=weak to 10=strong)	..	..	..	..	..	..	..	..	..	..	..
Israel	Creditor participation index (0-4)	..	..	..	..	..	..	..	..	2	2	2
Israel	Depth of credit information index (0=low to 6=high)	..	..	..	..	..	..	..	..	..	..	..
Israel	Ease of doing business index (1=easiest to 185=most difficult)	..	..	..	..	..	..	..	..	..	50	53
Israel	Ease of shareholder suits index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Israel	Extent of conflict of interest regulation index (0-10)	..	..	..	..	..	..	..	..	8.3	8.3	8.3
Israel	Extent of corporate transparency index (0-9)	..	..	..	..	..	..	..	..	..	..	..
Israel	Extent of director liability index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Israel	Extent of disclosure index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Israel	Extent of shareholder governance index (0-10)	..	..	..	..	..	..	..	..	6.3	6.3	6.3
Israel	Extent of shareholder rights index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Israel	Labor tax and contributions (%)	..	..	..	..	..	..	..	..	..	..	..
Israel	Management of debtor's assets index (0-6)	..	..	..	..	..	..	..	..	5.5	5.5	5.5
Israel	Minimum paid-in capital required to start a business (% of income per capita)	0	0	0	0	0	0	0	0	0	0	0
Israel	Other taxes (%)	..	..	..	..	..	..	..	..	..	..	..
Israel	Outcome (0 as piecemeal sale and 1 as going concern)	..	..	..	..	..	..	1	1	1	1	1
Israel	Private credit bureau coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Israel	Procedures required to build a warehouse (number)	15	15	15	15	15	15	15	15	15	15	15
Israel	Procedures required to connect to electricity (number)	..	..	..	..	6	6	6	6	6	6	6
Israel	Procedures required to enforce a contract (number)	..	..	..	..	..	..	..	..	..	..	..
Israel	Procedures required to register property (number)	6	6	6	6	6	6	6	6	6	6	6
Israel	Procedures required to start a business (number)	5	5	5	5	5	5	5	5	5	5	5
Israel	Profit tax (%)	..	..	..	..	..	..	..	..	..	..	..
Israel	Public credit registry coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Israel	Reorganization proceedings index (0-3)	..	..	..	..	..	..	..	..	2	2	2
Israel	Resolving Insolvency: cost (% of estate)	23	23	23	23	23	23	23	23	23	23	23
Israel	Resolving Insolvency: recovery rate (cents on the dollar)	50	51	50.8	51.8	51.8	55.5	53.8	56.4	60.6	61.4	62.1
Israel	Strength of governance structure index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Israel	Strength of insolvency framework index (0-16)	..	..	..	..	..	..	..	..	12.5	12.5	12.5
Israel	Strength of investor protection index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Israel	Tax payments (number)	34	34	33	33	33	33	33	33	33	33	33
Israel	Time required to build a warehouse (days)	209	209	209	209	209	209	209	209	209	209	209
Israel	Time required to connect to electricity (days)	..	..	..	..	102	102	102	102	102	102	102
Israel	Time required to enforce a contract (days)	890	890	890	890	890	890	890	975	975	975	975
Israel	Time required to register property (days)	144	144	144	144	144	144	144	81	81	81	81
Israel	Time required to start a business (days)	19	19	19	19	19	19	19	20	13	13	13
Israel	Time to prepare and pay taxes (hours)	230	230	230	230	230	235	235	235	235	235	235
Israel	Time to resolve insolvency (years)	..	..	..	..	..	..	..	..	..	2	2
Israel	Total tax rate (% of profit)	..	..	..	..	..	..	..	..	..	..	..
Israel	Trade: Cost to export (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Israel	Trade: Cost to import (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Israel	Trade: Documents to export (number)	..	..	..	..	..	..	..	..	..	..	..
Israel	Trade: Documents to import (number)	..	..	..	..	..	..	..	..	..	..	..
Israel	Trade: Time to export (day)	..	..	..	..	..	..	..	..	..	..	..
Israel	Trade: Time to import (days)	..	..	..	..	..	..	..	..	..	..	..
Italy	Commencement of proceedings index (0-3)	..	..	..	..	..	..	..	..	3	3	3
Italy	Cost to build a warehouse (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Italy	Cost to enforce a contract (% of claim)	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	23.1	23.1	23.1
Italy	Cost to export (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Italy	Cost to get electricity (% of income per capita)	..	..	..	..	214.5	222.5	218.7	213.2	215.9	212.6	209.4
Italy	Cost to import (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Italy	Cost to register property (% of property value)	4.5	4.5	4.4	4.5	4.5	4.5	4.5	4.5	4.4	4.4	4.4
Italy	Cost to start a business (% of income per capita)	20.7	20	18.7	18.5	17.9	18.5	18.2	16.5	14.2	14.2	13.8
Italy	Credit: Strength of legal rights index (0=weak to 10=strong)	..	..	..	..	..	..	..	..	..	..	..
Italy	Creditor participation index (0-4)	..	..	..	..	..	..	..	..	2	2	2
Italy	Depth of credit information index (0=low to 6=high)	..	..	..	..	..	..	..	..	..	..	..
Italy	Ease of doing business index (1=easiest to 185=most difficult)	..	..	..	..	..	..	..	..	..	44	45
Italy	Ease of shareholder suits index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Italy	Extent of conflict of interest regulation index (0-10)	..	..	..	..	..	..	..	..	6	6	6
Italy	Extent of corporate transparency index (0-9)	..	..	..	..	..	..	..	..	..	..	..
Italy	Extent of director liability index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Italy	Extent of disclosure index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Italy	Extent of shareholder governance index (0-10)	..	..	..	..	..	..	..	..	6.7	6.7	6.7
Italy	Extent of shareholder rights index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Italy	Labor tax and contributions (%)	..	..	..	..	..	..	..	..	..	..	..
Italy	Management of debtor's assets index (0-6)	..	..	..	..	..	..	..	..	5.5	5.5	5.5
Italy	Minimum paid-in capital required to start a business (% of income per capita)	10.8	10.4	9.8	9.7	9.7	10.1	9.9	9.7	9.8	0	0
Italy	Other taxes (%)	..	..	..	..	..	..	..	..	..	..	..
Italy	Outcome (0 as piecemeal sale and 1 as going concern)	..	..	..	..	..	..	1	1	1	1	1
Italy	Private credit bureau coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Italy	Procedures required to build a warehouse (number)	10	10	10	10	10	10	10	10	10	10	10
Italy	Procedures required to connect to electricity (number)	..	..	..	..	5	5	5	5	5	5	5
Italy	Procedures required to enforce a contract (number)	..	..	..	..	..	..	..	..	..	..	..
Italy	Procedures required to register property (number)	5	5	5	5	5	5	5	5	4	4	4
Italy	Procedures required to start a business (number)	9	9	9	6	6	6	6	6	6	5	5
Italy	Profit tax (%)	..	..	..	..	..	..	..	..	..	..	..
Italy	Public credit registry coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Italy	Reorganization proceedings index (0-3)	..	..	..	..	..	..	..	..	3	3	3
Italy	Resolving Insolvency: cost (% of estate)	22	22	22	22	22	22	22	22	22	22	22
Italy	Resolving Insolvency: recovery rate (cents on the dollar)	63.6	62.5	61.8	56.6	56.6	58	61.1	63.4	62.7	62.8	63.1
Italy	Strength of governance structure index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Italy	Strength of insolvency framework index (0-16)	..	..	..	..	..	..	..	..	13.5	13.5	13.5
Italy	Strength of investor protection index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Italy	Tax payments (number)	14	14	14	14	14	14	14	13	13	13	14
Italy	Time required to build a warehouse (days)	227.5	227.5	227.5	227.5	227.5	227.5	227.5	227.5	227.5	227.5	227.5
Italy	Time required to connect to electricity (days)	..	..	..	..	124	124	124	124	124	124	124
Italy	Time required to enforce a contract (days)	1390	1210	1210	1210	1210	1210	1210	1185	1185	1185	1120
Italy	Time required to register property (days)	25	25	25	25	25	25	25	25	16	16	16
Italy	Time required to start a business (days)	13	13	13	10	10	6	6	7	7	6	5.5
Italy	Time to prepare and pay taxes (hours)	340	340	340	314	314	285	285	269	269	269	269
Italy	Time to resolve insolvency (years)	..	..	..	..	..	..	..	..	..	1.8	1.8
Italy	Total tax rate (% of profit)	..	..	..	..	..	..	..	..	..	..	..
Italy	Trade: Cost to export (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Italy	Trade: Cost to import (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Italy	Trade: Documents to export (number)	..	..	..	..	..	..	..	..	..	..	..
Italy	Trade: Documents to import (number)	..	..	..	..	..	..	..	..	..	..	..
Italy	Trade: Time to export (day)	..	..	..	..	..	..	..	..	..	..	..
Italy	Trade: Time to import (days)	..	..	..	..	..	..	..	..	..	..	..
Jamaica	Commencement of proceedings index (0-3)	..	..	..	..	..	..	..	..	2	2	2.5
Jamaica	Cost to build a warehouse (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Jamaica	Cost to enforce a contract (% of claim)	45.6	45.6	45.6	45.6	45.6	45.6	45.6	45.6	45.6	45.6	45.6
Jamaica	Cost to export (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Jamaica	Cost to get electricity (% of income per capita)	..	..	..	..	367.3	363.8	328	402.9	392.9	268.3	242.9
Jamaica	Cost to import (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Jamaica	Cost to register property (% of property value)	14.5	14.3	14.2	11.7	10	7.9	7.9	7.9	9.9	9.8	9.8
Jamaica	Cost to start a business (% of income per capita)	11.8	9.4	8.7	7.9	5.3	5.2	7.2	6.7	6.4	4.9	5
Jamaica	Credit: Strength of legal rights index (0=weak to 10=strong)	..	..	..	..	..	..	..	..	..	..	..
Jamaica	Creditor participation index (0-4)	..	..	..	..	..	..	..	..	2	2	3
Jamaica	Depth of credit information index (0=low to 6=high)	..	..	..	..	..	..	..	..	..	..	..
Jamaica	Ease of doing business index (1=easiest to 185=most difficult)	..	..	..	..	..	..	..	..	..	71	64
Jamaica	Ease of shareholder suits index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Jamaica	Extent of conflict of interest regulation index (0-10)	..	..	..	..	..	..	..	..	5.7	5.7	5.7
Jamaica	Extent of corporate transparency index (0-9)	..	..	..	..	..	..	..	..	..	..	..
Jamaica	Extent of director liability index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Jamaica	Extent of disclosure index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Jamaica	Extent of shareholder governance index (0-10)	..	..	..	..	..	..	..	..	6	6	6
Jamaica	Extent of shareholder rights index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Jamaica	Labor tax and contributions (%)	..	..	..	..	..	..	..	..	..	..	..
Jamaica	Management of debtor's assets index (0-6)	..	..	..	..	..	..	..	..	2	2	4.5
Jamaica	Minimum paid-in capital required to start a business (% of income per capita)	0	0	0	0	0	0	0	0	0	0	0
Jamaica	Other taxes (%)	..	..	..	..	..	..	..	..	..	..	..
Jamaica	Outcome (0 as piecemeal sale and 1 as going concern)	..	..	..	..	..	..	1	1	1	1	1
Jamaica	Private credit bureau coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Jamaica	Procedures required to build a warehouse (number)	14	14	14	14	14	14	15	15	15	17	17
Jamaica	Procedures required to connect to electricity (number)	..	..	..	..	7	7	7	7	7	7	7
Jamaica	Procedures required to enforce a contract (number)	..	..	..	..	..	..	..	..	..	..	..
Jamaica	Procedures required to register property (number)	7	7	7	7	7	7	7	7	7	8	8
Jamaica	Procedures required to start a business (number)	6	6	6	6	6	6	6	6	5	2	2
Jamaica	Profit tax (%)	..	..	..	..	..	..	..	..	..	..	..
